S No,Page URL,Meta Title,Meta Description ,Menu,April Month,,,,,,,,,,,,,May Month,,,,,,,,,,,,
62,https://www.tactivesoft.com/blog/how-technology-improves-effectiveness-in-cost-control-and-benefits-construction-industry/,How Technology Improves Cost Control in Construction? - Tactive ERP,Explore how technology enhances cost control and benefits the construction industry with Tactive&#039;s insights.,0,5,0.00%,6.4,1,1,1,7,2,0,0,0,0,April,2,0.00%,50,0,0,0,0,0,0,0,0,,May
63,https://www.tactivesoft.com/blog/digitizing-indian-construction-industry/,Digicon 2021 – Digitizing Indian Construction Industry - Tactive ERP,Join Tactive&#039;s webinar for a detailed costing analysis of construction projects. Gain practical knowledge and make informed decisions for project success.,0,4,0.00%,8,0,0,0,0,0,0,0,0,0,April,5,0.00%,9,0,0,0,0,0,0,0,0,,May
64,https://www.tactivesoft.com/blog/erp-software-for-construction-industry/,Impact of ERP software on construction industry,Access valuable white papers for industry insights and solutions from Tactive. Stay informed with our comprehensive resources on construction and technology.,0,70,0.00%,16.36,0,0,0,0,0,0,0,0,0,April,71,0.00%,15.07,0,0,0,0,0,0,0,0,,May
65,https://www.tactivesoft.com/blog/effective-project-management-techniques-tool-for-construction-industry/,Effective Project Management Techniques for Construction Industry.,Discover effective project management techniques and tools for the construction industry with Tactive.,0,3,0.00%,25.33,0,0,0,0,0,0,0,0,0,April,7,0.00%,32.43,0,0,0,0,0,0,0,0,,May
66,https://www.tactivesoft.com/blog/indian-construction-industry-awards/,Industry Insights - Tactive ERP,Gain valuable industry insights with Tactive's expertise in Construction ERP Software. Stay ahead and make informed decisions for your construction projects.,0,2,0.00%,9,1,1,1,2,2,0,0,0,0,April,1,0.00%,9,0,0,0,0,0,0,0,0,,May
67,https://www.tactivesoft.com/blog/how-tactive-is-different-from-other-construction-erp-software/,How is Tactive different from other Construction ERP Software?,Discover what makes Tactive stand out among Construction ERP Software solutions. Uncover unique features and benefits for your business success.,1,83,1.20%,9.27,1,1,1,9,2,0,0,0,0,April,95,0.00%,11.03,0,0,0,0,0,0,0,0,,May
68,https://www.tactivesoft.com/blog/construction-based-erp-solution-during-covid19/,Why construction-based ERP solution during COVID19 - Tactive ERP,"COVID19 has changed the fate of many industries making a huge dent in their economy with lockdowns and restrictions. People have found it difficult to access the locations and sometimes, only 50% of the employees were allowed to work which created a huge impact on the budget, where the actual budget doesn’t correlate with planned [&hellip;]",0,1,0.00%,10,0,0,0,0,0,0,0,0,0,April,0,0.00%,0,0,0,0,0,0,0,0,0,,May
69,https://www.tactivesoft.com/blog/tactive-costing-analysis-for-construction-projects-webinar/,Explore Comprehensive Construction Management: Tactive Brochure,Join Tactive&#039;s Webinar for a comprehensive Costing Analysis of Construction Projects. Unlock insights and optimize your project budgets with Tactive ERP.,0,6,0.00%,14.67,0,0,0,0,0,0,0,0,0,April,3,0.00%,15.33,0,0,0,0,0,0,0,0,,May
70,https://www.tactivesoft.com/blog/tactive-webinar-costing-analysis-for-construction-projects/,Tactive Webinar India – Costing Analysis for Construction Projects.,Join Tactive&#039;s webinar for a comprehensive costing analysis of construction projects. Stay informed and optimize your project budgets with expert insights.,0,2,0.00%,11,0,0,0,0,0,0,0,0,0,April,0,0.00%,0,0,0,0,0,0,0,0,0,,May
71,https://www.tactivesoft.com/blog/tactive-webinar-optimise-construction-project-execution-using-budget-cost-control-mechanism/,Webinar - Project Execution using Budget &amp; Cost Control Mechanism.,Join Tactive&#039;s webinar to learn how to optimize construction project execution with budget and cost control mechanisms.,0,2,0.00%,6,0,0,0,0,0,0,0,0,0,April,2,0.00%,6,0,0,0,0,0,0,0,0,,May
72,https://www.tactivesoft.com/blog/control-over-all-construction-projects-and-workforce-management/,Tactive Webinar – Construction Project Costing Analysis - Tactive ERP,Gain total control over projects with Tactive&#039;s Construction ERP Software. Ensure visibility and efficiency in every aspect of your construction endeavors.,0,8,0.00%,27.38,1,1,1,7,2,0,0,0,0,April,5,0.00%,30.6,0,0,0,0,0,0,0,0,,May
73,https://www.tactivesoft.com/blog/construction-management-software-for-modern-contractor-builders/,Construction Management Software for the Modern Contractor & Builders.Construction Management Software for the Modern Contractor & Builders.,Empower contractors and builders with Tactive's Construction Management Software. Harness the power of modern technology for seamless project execution.,1,2,50.00%,8,4,3,1.333333,28.66666667,10,0,0,0,0,April,1,0.00%,10,2,2,1,9,3,0,0,0,,May
74,https://www.tactivesoft.com/blog/optimise-construction-approval-workflows-using-construction-management-software/,Effective Construction Workflows via Construction ERP Software,Download case studies to explore Tactive&#039;s success stories and impactful solutions. See how businesses achieved excellence with our Construction ERP Software.,0,264,0.00%,32.55,0,0,0,0,0,0,0,0,1,April,217,0.46%,28.37,1,1,1,23,3,0,0,0,,May
75,https://www.tactivesoft.com/blog/mega-infrastructure-summit/,Mega Infrastructure Summit 2021 - Tactive ERP,Learn about Tactive&#039;s role in the Mega Infrastructure Summit 2021. Discover how we contribute to advancing infrastructure projects on a global scale.,0,3,0.00%,8,0,0,0,0,0,0,0,0,0,April,8,0.00%,5.12,0,0,0,0,0,0,0,0,,May
76,https://www.tactivesoft.com/blog/role-of-business-intelligence-in-construction-erp-software/,Why Choose a Construction ERP with inbuilt Business Intelligence?,Find out why Tactive's Construction ERP Software with built-in business intelligence is the right choice.,0,12,0.00%,14.92,0,0,0,0,0,0,0,0,0,April,8,0.00%,42.25,0,0,0,0,0,0,0,0,,May
77,https://www.tactivesoft.com/blog/daily-reporting-construction-management-software/,What’s a DPR? Daily Progress Reports in Construction Projects,"Track everything that you need to be updated about with daily progress reports. Project status, data, schedules, materials, stock availability, and more.",11,8594,0.10%,5.48,13,13,1,25.84615385,46,0,0,0.357143,17,April,6325,0.27%,8.18,17,16,1.0625,10.875,59,0,0,0.6875,,May
78,https://www.tactivesoft.com/blog/future-projects-forum-e-the-default-version/,Future Projects Forum &quot; The Default Version&quot,Gain insights about the Future Projects Forum by Tactive. Stay ahead of industry trends and innovations with our expert perspectives.,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,April,0,0.00%,0,0,0,0,0,0,0,0,0,,May
79,https://www.tactivesoft.com/blog/casestudies-automating-the-labor-billing-system-for-urc/,Automating the Labor Billing System for URC - Tactive ERP,Learn how Tactive streamlines labor billing for URC through Construction ERP Software. Automate processes and maximize efficiency in your construction projects.,0,140,0.00%,6.68,3,3,1,28.66666667,6,0,0,0,2,April,143,1.40%,9.66,2,2,1,1,4,0,0,0,,May
80,https://www.tactivesoft.com/blog/digitization-construction-erp-software/,How Construction ERP Software Enhances Construction Productivity?,"Construction is a vast process with hundreds of operations being carried out simultaneously across multiple sites using a humongous workforce. ERP software for the construction industry simplifies and restructures operational workflow and parallel processes to achieve maximum productivity at low cost and effort. Construction ERP Software is a digital platform that digitizes, automates, simplifies and [&hellip;]",0,18,0.00%,14.28,1,1,1,35,2,0,0,0,0,April,7,0.00%,16.43,0,0,0,0,0,0,0,0,,May
81,https://www.tactivesoft.com/blog/construction-erp-software-helps-contractors-execute-projects/,How Tactive ERP Helps Contractors Execute Projects with Higher Profit?,"What is construction ERP/Management software? It is a digital tool to streamline, simplify, standardize, integrate, automate, the construction workflow process, operations, workforce, and the resources to seamlessly manage the entire life-cycle of the construction projects from start to finish. Why do contractors use ERP software for construction? It’s one way to digitize and automate the [&hellip;]",1,11,9.10%,17.64,1,1,1,81,3,0,0,0,0,April,14,0.00%,11.07,0,0,0,0,0,0,0,0,,May
82,https://www.tactivesoft.com/blog/increasing-your-roi-your-construction-business/,One-Stop Solution to increase ROI of Construction Business - Tactive,Tactive is your one-stop solution for increasing the ROI of your construction business with Construction ERP Software.,0,58,0.00%,21.24,0,0,0,0,0,0,0,0,0,April,56,0.00%,16.2,0,0,0,0,0,0,0,0,,May
83,https://www.tactivesoft.com/blog/save-your-construction-project-cost-through-construction-erp-software/,How to save 6% of project cost? - Tactive Construction ERP Software,Find out how you can save 6% of your construction project cost with Tactive&#039;s Construction ERP Software.,0,19,0.00%,11.16,0,0,0,0,0,0,0,0,0,April,18,0.00%,16.56,0,0,0,0,0,0,0,0,,May
84,https://www.tactivesoft.com/blog/seamlessly-align-construction-operations-with-lean-using-construction-erp-software/,How to Align Construction Operations With LEAN Using ERP Software,Discover how Construction ERP Software helps align construction operations with LEAN principles with Tactive&#039;s expertise.,0,13,0.00%,16.46,0,0,0,0,0,0,0,0,0,April,19,0.00%,39.74,0,0,0,0,0,0,0,0,,May
85,https://www.tactivesoft.com/blog/how-are-construction-plant-machinery-heads-managers-benefited-by-construction-erp-software/,How Plant &amp; Machinery Managers benefit from Construction ERP Software?,Discover how Construction ERP Software benefits construction plant and machinery heads/managers with Tactive&#039;s insights.,1,55,1.80%,16.29,1,1,1,1007,4,0,0,0,0,April,51,0.00%,14.33,0,0,0,0,0,0,0,0,,May
86,https://www.tactivesoft.com/blog/construction-erp-software-for-construction-procurement-managers/,Construction ERP Software for Construction Procurement Managers.,Dive into Tactive&#039;s blog archives for a wealth of industry insights and trends. Stay ahead of the curve with expert advice and analyses in construction.,0,105,0.00%,24.11,0,0,0,0,0,0,0,0,0,April,82,0.00%,21.1,0,0,0,0,0,0,0,0,,May
87,https://www.tactivesoft.com/blog/why-should-regional-planning-head-construction-project-managers-use-construction-erp-software/,Why should Construction Project Managers Use ERP Software?,Discover why regional planning heads and construction project managers should leverage Construction ERP Software with Tactive&#039;s insights.,0,29,0.00%,41.9,0,0,0,0,0,0,0,0,0,April,39,0.00%,59.1,0,0,0,0,0,0,0,0,,May
88,https://www.tactivesoft.com/blog/why-should-tender-heads-managers-use-construction-erp-management-software/,Why should Tender Managers use Construction ERP Software? - Tactive,Discover the benefits of Construction ERP/Management Software for tender heads and managers with Tactive&#039;s insights.,0,34,0.00%,14.24,0,0,0,0,0,0,0,0,1,April,72,1.39%,43.93,1,1,1,139,4,0,0,0,,May
89,https://www.tactivesoft.com/blog/key-advantages-of-construction-erp-software-in-managing-the-construction-labour-machinery-and-plant/,"Benefits of construction ERP in managing Labour, Machinery and Plant?","Explore the key advantages of Construction ERP Software in managing labor, machinery, and plant resources with Tactive&#039;s insights.",0,60,0.00%,7.67,0,0,0,0,0,0,0,0,1,April,92,1.09%,23.52,1,1,1,29,4,0,0,0,,May
90,https://www.tactivesoft.com/blog/benefits-of-construction-erp-software-by-role/,Benefits of Construction ERP Software by Role - Tactive ERP,Uncover role-specific benefits of Construction ERP Software with Tactive&#039;s insights. Explore how different stakeholders can leverage our solutions for success.,0,49,0.00%,16.69,0,0,0,0,0,0,0,0,0,April,47,0.00%,14.23,0,0,0,0,0,0,0,0,,May
91,https://www.tactivesoft.com/blog/bim-iot-and-construction-erp-software-future-of-construction-technology/,"BIM, IoT, &amp; ERP Software - Future of Construction Technology - Tactive","Explore the future of construction technology with BIM, IoT, and Construction ERP Software in Tactive&#039;s insights.",1,49,2.00%,10.9,0,0,0,0,0,0,0,0,1,April,45,2.22%,8.58,1,1,1,10,4,0,0,0,,May
92,https://www.tactivesoft.com/blog/construction-erp-software-for-technology-integration-and-coordination/,Construction ERP Software for Technology Integration and Coordination,Learn how Construction ERP Software facilitates technology integration and coordination with Tactive&#039;s solutions.,0,15,0.00%,22,0,0,0,0,0,0,0,0,0,April,9,0.00%,23.11,0,0,0,0,0,0,0,0,,May
93,https://www.tactivesoft.com/blog/tactive-a-multi-dimensional-construction-erp-tool-for-the-modern-builder/,A multi-dimensional construction ERP for the modern builder - Tactive,Explore Tactive Construction ERP tool crafted for modern builders. Experience a comprehensive solution for all aspects of construction management.,0,3,0.00%,7,1,1,1,39,2,0,0,0,0,April,5,0.00%,4.6,0,0,0,0,0,0,0,0,,May
94,https://www.tactivesoft.com/blog/increasing-the-productivity-of-quantity-surveyors/,Increasing The Productivity Of Quantity Surveyors by 4X - Tactive ERP,Learn how Tactive can increase the productivity of quantity surveyors by fourfold. Discover the efficiency gains and transformative potential of our solutions.,1,31,3.20%,7.32,1,1,1,25,4,0,0,0,0,April,43,0.00%,7.98,0,0,0,0,0,0,0,0,,May
95,https://www.tactivesoft.com/blog/construction-management-software-for-builders-and-contractors/,Construction Management Software for Builders &amp; Contractors - Tactive,Dive into Tactive&#039;s Construction Management Software designed for builders &amp; contractors. Experience a solution that caters to the unique needs of the industry.,0,68,0.00%,15.07,1,1,1,360,4,0,0,0,0,April,83,0.00%,16.58,0,0,0,0,0,0,0,0,,May
96,https://www.tactivesoft.com/blog/managing-finance-accounts-using-construction-erp-software-to-save-time-and-increase-efficiency/,Benefits of Managing Finance &amp; Accounts using Construction ERP?,Find out how to save time and increase efficiency by managing finance and accounts with Construction ERP Software from Tactive.,0,41,0.00%,14.68,0,0,0,0,0,0,0,0,0,April,41,0.00%,23.59,0,0,0,0,0,0,0,0,,May
97,https://www.tactivesoft.com/blog/why-should-you-use-construction-erp-software-to-plan-your-budget-schedules/,Effectiveness of Construction ERP Tool in planning budget schedules?,Learn why Construction ERP Software is essential for effective budget scheduling with Tactive&#039;s insights.,0,60,0.00%,30.22,0,0,0,0,0,0,0,0,0,April,89,0.00%,13.55,0,0,0,0,0,0,0,0,,May
98,https://www.tactivesoft.com/blog/job-cost-report-what-it-is-and-how-is-it-unique-in-tactive-construction-erp-software/,What is unique with Tactive’s job cost report?,Discover the pivotal role of ERP Software in the construction industry with Tactive. Uncover how our solutions elevate efficiency and project management.,0,388,0.00%,14.19,1,1,1,45,3,0,0,0,0,April,340,0.00%,18.2,0,0,0,0,0,0,0,0,,May
99,https://www.tactivesoft.com/blog/construction-erp-software-tendering-and-estimation-software-for-contractors-in-uae/,Tendering and Estimation Software for Contractors in UAE - Tactive ,Discover Tactive&#039;s tendering &amp; estimation software for contractors in the UAE. Optimize your bidding processes with our specialized construction solutions.,0,130,0.00%,9.64,0,0,0,0,0,0,0,0,0,April,142,0.00%,15.98,0,0,0,0,0,0,0,0,,May
100,https://www.tactivesoft.com/blog/construction-erp-inventory-management-software/,Construction ERP - Inventory Management Software - Tactive ERP,Find solutions to bank transfer issues with Tactive&#039;s expertise in Construction ERP Software. Overcome challenges and ensure seamless financial transactions.,1,115,0.90%,14.29,1,1,1,30,4,0,0,0,3,April,99,3.03%,14.58,2,2,1,0.5,5,0,0,0.5,,May
101,https://www.tactivesoft.com/blog/construction-hr-payroll-management-software-for-india-uae/,Construction HR &amp; Payroll Management Software for India/UAE,Discover HR and payroll management solutions tailored for India and the UAE with Tactive&#039;s Construction ERP Software.,1,111,0.90%,19.06,3,3,1,41.33333333,14,0,0,0,2,April,137,1.46%,23.12,2,1,2,71,6,0,0,0.666667,,May
102,https://www.tactivesoft.com/blog/e-invoice-what-it-is-and-how-you-can-manage-it-with-tactive-construction-erp-system/,What is E-Invoice &amp; how you can manage with Tactive Construction ERP.,Learn about e-invoicing and how to manage it with Tactive&#039;s Construction ERP System. Streamline your invoicing processes for greater efficiency and compliance.,1,58,1.70%,8.19,1,1,1,155,4,0,0,0,0,April,53,0.00%,10.64,0,0,0,0,0,0,0,0,,May
103,https://www.tactivesoft.com/blog/the-silent-significance-of-construction-erp-software-in-uae-india/,The Significance of Tactive Construction ERP Software in UAE/India.,Explore the silent significance of Construction ERP Software in the UAE and India with Tactive&#039;s insights.,1,51,2.00%,8.06,1,0,0,0,4,0,0,1,0,April,31,0.00%,6.52,0,0,0,0,0,0,0,0,,May
104,https://www.tactivesoft.com/blog/construction-erp-construction-project-management-module/,Construction ERP Software Modules | Tactive ERP Solutions,Looking for reliable construction ERP software? Tactive ERP offers smart modules and complete ERP solutions to help you stay on time and on budget.,2,413,0.50%,9.56,3,2,1.5,11.5,8,0,0,0,7,April,427,1.64%,11.26,6,6,1,16,19,0,0,0,,May
105,https://www.tactivesoft.com/blog/impact-of-covid-19-on-the-construction-sector/,Impact of COVID-19 on the Construction Sector - Tactive ERP,Understand the impact of COVID-19 on the construction sector with insights from Tactive. Stay informed about the challenges and adaptations.,0,5,0.00%,82,0,0,0,0,0,0,0,0,0,April,24,0.00%,78.75,0,0,0,0,0,0,0,0,,May
106,https://www.tactivesoft.com/blog/big-5-digital-festival-2020-redefining-construction/,Big5 Digital Festival 2020 - Redefining Construction - Tactive ERP,Experience how Tactive is redefining construction at the Big5 Digital Festival 2020. Explore our contributions to shaping the future of the industry.,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,April,0,0.00%,0,0,0,0,0,0,0,0,0,,May
107,https://www.tactivesoft.com/blog/construction-equipment-management-solution/,Construction Equipment Management Solution - Tactive ERP,Find out how Tactive&#039;s construction equipment management solution optimizes your construction operations.,1,70,1.40%,31.27,2,1,2,1,6,0,0,1,0,April,126,0.00%,36.84,0,0,0,0,0,0,0,0,,May
108,https://www.tactivesoft.com/blog/challenges-in-implementing-construction-erp-system/,Challenges in Implementing Construction ERP System - Tactive ERP,Understand the challenges associated with implementing a Construction ERP System with Tactive&#039;s insights.,1,94,1.10%,10.29,1,1,1,35,2,0,0,0,1,April,48,2.08%,12.98,1,1,1,0,3,0,0,1,,May
109,https://www.tactivesoft.com/blog/digital-transformation-for-indias-construction-sector/,Digital transformation for India&#039;s Construction Sector - Tactive ERP,Tactive ERP leads the digital transformation for India&#039;s Construction Sector. Explore innovative solutions shaping the future of construction management.,0,88,0.00%,6.47,0,0,0,0,0,0,0,0,0,April,50,0.00%,7.06,0,0,0,0,0,0,0,0,,May
110,https://www.tactivesoft.com/blog/boosting-revenue-by-digitizing-construction-activities-in-dubai-uae-for-sustainable-development/,"How to boost construction revenue through digitisation in Dubai,UAE",Tactive is thrilled to exhibit at The Excon 2019 in Bengaluru. Join us to explore cutting-edge solutions and advancements in the construction industry.,0,9,0.00%,8.56,0,0,0,0,0,0,0,0,0,April,11,0.00%,9.18,0,0,0,0,0,0,0,0,,May
111,https://www.tactivesoft.com/blog/impact-of-construction-erp-software-on-the-construction-sector-in-the-uae/,Impact of Construction ERP Software in the UAE - Tactive,Explore the impact of Construction ERP Software on the construction sector in the UAE with Tactive&#039;s insights.,0,90,0.00%,48.04,0,0,0,0,0,0,0,0,0,April,141,0.00%,41.87,0,0,0,0,0,0,0,0,,May
112,https://www.tactivesoft.com/blog/cost-control-in-construction-project-management-software/,Adoption of Construction Management Software to Achieve Cost Control.,Gain insights from industry experts through Tactive's expert talk series. Stay informed about the latest trends and best practices in the construction sector.,0,297,0.00%,42.39,1,1,1,9,2,0,0,0,0,April,341,0.00%,41.08,2,2,1,11.5,5,0,0,0,,May
113,https://www.tactivesoft.com/blog/managing-complex-projects-with-construction-erp-software/,Managing Complex Projects with Construction ERP Software - Tactive ERP,Learn how Tactive&#039;s Construction ERP Software simplifies the management of complex construction projects.,0,23,0.00%,12.7,0,0,0,0,0,0,0,0,0,April,30,0.00%,5.23,0,0,0,0,0,0,0,0,,May
114,https://www.tactivesoft.com/blog/construction-management-software-for-project-visibility-scalability/,Construction Management Software for Project Visibility &amp; Scalability.,Explore the digital transformation of India&#039;s construction sector with insights from Tactive. Know the technological advancements shaping the industry&#039;s future.,0,80,0.00%,15.36,0,0,0,0,0,0,0,0,0,April,147,0.00%,13.91,0,0,0,0,0,0,0,0,,May
115,https://www.tactivesoft.com/blog/role-of-construction-procurement-management/,Role Of Construction Procurement Management - Tactive ERP,Explore the role of construction procurement management in the construction industry with Tactive&#039;s insights.,0,138,0.00%,27.46,0,0,0,0,0,0,0,0,0,April,222,0.00%,29.62,1,1,1,0,3,0,0,1,,May
116,https://www.tactivesoft.com/blog/tactive-top-construction-management-software-2020/,Top Construction Management Software 2020 - Tactive ERP,Find out why Tactive&#039;s Construction ERP Software ranks among the top choices in 2020. Uncover the features that make us a preferred solution for builders.,0,3,0.00%,55.33,0,0,0,0,0,0,0,0,0,April,0,0.00%,0,0,0,0,0,0,0,0,0,,May
117,https://www.tactivesoft.com/blog/thank-you-for-visiting-our-stall-at-redecon2020/,Thank You for Visiting Our Stall at REDECON2020 - Tactive ERP,Thank you for visiting our stall at REDECON2020! Tactive appreciates your presence and looks forward to continued engagement.,0,131,0.00%,9.1,0,0,0,0,0,0,0,0,1,April,86,1.16%,10.31,1,1,1,0,5,0,0,1,,May
118,https://www.tactivesoft.com/blog/redecon2020-national-seminar-and-exhibition/,REDECON2020 - National Seminar and Exhibition - Tactive ERP,"Explore Tactive&#039;s involvement in REDECON2020, a national seminar and exhibition event. Learn about our contributions to advancing construction practices.",0,0,0.00%,0,0,0,0,0,0,0,0,0,0,April,0,0.00%,0,0,0,0,0,0,0,0,0,,May
119,https://www.tactivesoft.com/blog/were-excited-to-be-exhibiting-at-the-excon-2019-bengaluru-this-december/,Tactive Exhibition at The Excon 2019 - Bengaluru.,Explore Tactive&#039;s Exhibition at The Excon 2019 in Bengaluru. Witness cutting-edge solutions and innovations that redefine the construction industry.,0,2,0.00%,5.5,0,0,0,0,0,0,0,0,0,April,0,0.00%,0,0,0,0,0,0,0,0,0,,May
120,https://www.tactivesoft.com/glossary/,Glossary - Tactive ERP,Expand your industry knowledge with Tactive. Stay informed and elevate your construction business with our expertise and cutting-edge solutions.,0,11,0.00%,12.36,3,3,1,12.66666667,7,0,0,0,0,April,11,0.00%,10.45,4,3,1.333333,1.333333333,6,0,0,0.333333,,May
121,https://www.tactivesoft.com/industry-insights/,Indian Construction Industry Awards - Tactive ERP,"Dive into Tactive's contributions to the Indian construction industry. Explore our achievements, innovations, and impact on shaping the future of construction.",0,10,0.00%,13.1,2,1,2,116,4,0,0,0,0,April,12,0.00%,9,7,2,3.5,6.5,8,0,0,0.5,,May
122,https://www.tactivesoft.com/tips-and-trends/,Tips + Trends - Tactive ERP,Stay at the forefront of industry developments with Tactive's insights on Construction ERP Software trends. Elevate your strategy and knowledge base.,0,32,0.00%,11.06,6,4,1.5,23.75,16,0,0,0.333333,0,April,33,0.00%,9.64,42,11,3.818182,17.18181818,70,0,0,0.176471,,May
123,https://www.tactivesoft.com/blogs/,Blog - Tactive ERP,"Explore Tactive's insightful blogs for the latest industry trends and updates. Stay informed, stay ahead of the curve with our valuable insights and expert perspectives.",0,34,0.00%,10.06,47,30,1.566667,22.96666667,105,0,0,0.055556,0,April,26,0.00%,11.15,57,29,1.965517,45.4137931,108,0,0,0.085714,,May
